,white_piece0_strength,white_piece0_file,white_piece0_rank,black_piece0_strength,black_piece0_file,black_piece0_rank,class
65,0.0,0.0,7.0,0.0,1.0,8.0,b
66,0.0,1.0,7.0,0.0,1.0,8.0,w
67,0.0,2.0,7.0,0.0,1.0,8.0,w
68,0.0,3.0,7.0,0.0,1.0,8.0,w
69,0.0,4.0,7.0,0.0,1.0,8.0,w
70,0.0,5.0,7.0,0.0,1.0,8.0,w
71,0.0,6.0,7.0,0.0,1.0,8.0,w
72,0.0,0.0,6.0,0.0,1.0,8.0,w
73,0.0,1.0,6.0,0.0,1.0,8.0,b
74,0.0,2.0,6.0,0.0,1.0,8.0,w
75,0.0,3.0,6.0,0.0,1.0,8.0,w
76,0.0,4.0,6.0,0.0,1.0,8.0,w
77,0.0,5.0,6.0,0.0,1.0,8.0,w
78,0.0,6.0,6.0,0.0,1.0,8.0,w
79,0.0,0.0,5.0,0.0,1.0,8.0,b
80,0.0,1.0,5.0,0.0,1.0,8.0,w
81,0.0,2.0,5.0,0.0,1.0,8.0,b
82,0.0,3.0,5.0,0.0,1.0,8.0,w
83,0.0,4.0,5.0,0.0,1.0,8.0,w
84,0.0,5.0,5.0,0.0,1.0,8.0,w
85,0.0,6.0,5.0,0.0,1.0,8.0,b
86,0.0,0.0,4.0,0.0,1.0,8.0,w
87,0.0,1.0,4.0,0.0,1.0,8.0,b
88,0.0,2.0,4.0,0.0,1.0,8.0,w
89,0.0,3.0,4.0,0.0,1.0,8.0,b
90,0.0,4.0,4.0,0.0,1.0,8.0,w
91,0.0,5.0,4.0,0.0,1.0,8.0,b
92,0.0,6.0,4.0,0.0,1.0,8.0,w
93,0.0,0.0,3.0,0.0,1.0,8.0,b
94,0.0,1.0,3.0,0.0,1.0,8.0,w
95,0.0,2.0,3.0,0.0,1.0,8.0,b
96,0.0,3.0,3.0,0.0,1.0,8.0,w
97,0.0,4.0,3.0,0.0,1.0,8.0,b
98,0.0,5.0,3.0,0.0,1.0,8.0,w
99,0.0,6.0,3.0,0.0,1.0,8.0,b
100,0.0,0.0,2.0,0.0,1.0,8.0,w
101,0.0,1.0,2.0,0.0,1.0,8.0,b
102,0.0,2.0,2.0,0.0,1.0,8.0,w
103,0.0,3.0,2.0,0.0,1.0,8.0,b
104,0.0,4.0,2.0,0.0,1.0,8.0,w
105,0.0,5.0,2.0,0.0,1.0,8.0,b
106,0.0,6.0,2.0,0.0,1.0,8.0,w
107,0.0,0.0,1.0,0.0,1.0,8.0,b
108,0.0,1.0,1.0,0.0,1.0,8.0,w
109,0.0,2.0,1.0,0.0,1.0,8.0,b
110,0.0,3.0,1.0,0.0,1.0,8.0,w
111,0.0,4.0,1.0,0.0,1.0,8.0,b
112,0.0,5.0,1.0,0.0,1.0,8.0,w
113,0.0,6.0,1.0,0.0,1.0,8.0,b
114,0.0,0.0,0.0,0.0,1.0,8.0,w
115,0.0,1.0,0.0,0.0,1.0,8.0,b
116,0.0,2.0,0.0,0.0,1.0,8.0,w
117,0.0,4.0,0.0,0.0,1.0,8.0,w
118,0.0,5.0,0.0,0.0,1.0,8.0,b
119,0.0,6.0,0.0,0.0,1.0,8.0,w
120,0.0,0.0,8.0,0.0,2.0,8.0,b
121,0.0,1.0,8.0,0.0,2.0,8.0,w
122,0.0,4.0,8.0,0.0,2.0,8.0,w
123,0.0,5.0,8.0,0.0,2.0,8.0,w
124,0.0,6.0,8.0,0.0,2.0,8.0,w
125,0.0,0.0,7.0,0.0,2.0,8.0,w
126,0.0,1.0,7.0,0.0,2.0,8.0,b
127,0.0,2.0,7.0,0.0,2.0,8.0,w
128,0.0,3.0,7.0,0.0,2.0,8.0,w
129,0.0,4.0,7.0,0.0,2.0,8.0,w
130,0.0,5.0,7.0,0.0,2.0,8.0,w
131,0.0,6.0,7.0,0.0,2.0,8.0,w
132,0.0,0.0,6.0,0.0,2.0,8.0,b
133,0.0,1.0,6.0,0.0,2.0,8.0,w
134,0.0,2.0,6.0,0.0,2.0,8.0,b
135,0.0,3.0,6.0,0.0,2.0,8.0,w
136,0.0,4.0,6.0,0.0,2.0,8.0,w
137,0.0,5.0,6.0,0.0,2.0,8.0,w
138,0.0,6.0,6.0,0.0,2.0,8.0,b
139,0.0,0.0,5.0,0.0,2.0,8.0,w
140,0.0,1.0,5.0,0.0,2.0,8.0,b
141,0.0,2.0,5.0,0.0,2.0,8.0,w
142,0.0,3.0,5.0,0.0,2.0,8.0,b
143,0.0,4.0,5.0,0.0,2.0,8.0,w
144,0.0,5.0,5.0,0.0,2.0,8.0,b
145,0.0,6.0,5.0,0.0,2.0,8.0,w
146,0.0,0.0,4.0,0.0,2.0,8.0,b
147,0.0,1.0,4.0,0.0,2.0,8.0,w
148,0.0,2.0,4.0,0.0,2.0,8.0,b
149,0.0,3.0,4.0,0.0,2.0,8.0,w
150,0.0,4.0,4.0,0.0,2.0,8.0,b
151,0.0,5.0,4.0,0.0,2.0,8.0,w
152,0.0,6.0,4.0,0.0,2.0,8.0,b
153,0.0,0.0,3.0,0.0,2.0,8.0,w
154,0.0,1.0,3.0,0.0,2.0,8.0,b
155,0.0,2.0,3.0,0.0,2.0,8.0,w
156,0.0,3.0,3.0,0.0,2.0,8.0,b
157,0.0,4.0,3.0,0.0,2.0,8.0,w
158,0.0,5.0,3.0,0.0,2.0,8.0,b
159,0.0,6.0,3.0,0.0,2.0,8.0,w
160,0.0,0.0,2.0,0.0,2.0,8.0,b
161,0.0,1.0,2.0,0.0,2.0,8.0,w
162,0.0,2.0,2.0,0.0,2.0,8.0,b
163,0.0,3.0,2.0,0.0,2.0,8.0,w
164,0.0,4.0,2.0,0.0,2.0,8.0,b
165,0.0,5.0,2.0,0.0,2.0,8.0,w
166,0.0,6.0,2.0,0.0,2.0,8.0,b
167,0.0,0.0,1.0,0.0,2.0,8.0,w
168,0.0,1.0,1.0,0.0,2.0,8.0,b
169,0.0,2.0,1.0,0.0,2.0,8.0,w
170,0.0,3.0,1.0,0.0,2.0,8.0,b
171,0.0,4.0,1.0,0.0,2.0,8.0,w
172,0.0,5.0,1.0,0.0,2.0,8.0,b
173,0.0,6.0,1.0,0.0,2.0,8.0,w
174,0.0,0.0,0.0,0.0,2.0,8.0,b
175,0.0,1.0,0.0,0.0,2.0,8.0,w
176,0.0,2.0,0.0,0.0,2.0,8.0,b
177,0.0,4.0,0.0,0.0,2.0,8.0,b
178,0.0,5.0,0.0,0.0,2.0,8.0,w
179,0.0,6.0,0.0,0.0,2.0,8.0,b
180,0.0,0.0,8.0,0.0,4.0,8.0,w
181,0.0,1.0,8.0,0.0,4.0,8.0,w
182,0.0,2.0,8.0,0.0,4.0,8.0,w
183,0.0,5.0,8.0,0.0,4.0,8.0,w
184,0.0,6.0,8.0,0.0,4.0,8.0,b
185,0.0,0.0,7.0,0.0,4.0,8.0,w
186,0.0,1.0,7.0,0.0,4.0,8.0,w
187,0.0,2.0,7.0,0.0,4.0,8.0,w
188,0.0,3.0,7.0,0.0,4.0,8.0,w
189,0.0,4.0,7.0,0.0,4.0,8.0,w
190,0.0,5.0,7.0,0.0,4.0,8.0,b
191,0.0,6.0,7.0,0.0,4.0,8.0,w
192,0.0,0.0,6.0,0.0,4.0,8.0,b
193,0.0,1.0,6.0,0.0,4.0,8.0,w
194,0.0,2.0,6.0,0.0,4.0,8.0,w
195,0.0,3.0,6.0,0.0,4.0,8.0,w
196,0.0,4.0,6.0,0.0,4.0,8.0,b
197,0.0,5.0,6.0,0.0,4.0,8.0,w
198,0.0,6.0,6.0,0.0,4.0,8.0,b
199,0.0,0.0,5.0,0.0,4.0,8.0,w
200,0.0,1.0,5.0,0.0,4.0,8.0,b
201,0.0,2.0,5.0,0.0,4.0,8.0,w
202,0.0,3.0,5.0,0.0,4.0,8.0,b
203,0.0,4.0,5.0,0.0,4.0,8.0,w
204,0.0,5.0,5.0,0.0,4.0,8.0,b
205,0.0,6.0,5.0,0.0,4.0,8.0,w
206,0.0,0.0,4.0,0.0,4.0,8.0,b
207,0.0,1.0,4.0,0.0,4.0,8.0,w
208,0.0,2.0,4.0,0.0,4.0,8.0,b
209,0.0,3.0,4.0,0.0,4.0,8.0,w
210,0.0,4.0,4.0,0.0,4.0,8.0,b
211,0.0,5.0,4.0,0.0,4.0,8.0,w
212,0.0,6.0,4.0,0.0,4.0,8.0,b
213,0.0,0.0,3.0,0.0,4.0,8.0,w
214,0.0,1.0,3.0,0.0,4.0,8.0,b
215,0.0,2.0,3.0,0.0,4.0,8.0,w
216,0.0,3.0,3.0,0.0,4.0,8.0,b
217,0.0,4.0,3.0,0.0,4.0,8.0,w
218,0.0,5.0,3.0,0.0,4.0,8.0,b
219,0.0,6.0,3.0,0.0,4.0,8.0,w
220,0.0,0.0,2.0,0.0,4.0,8.0,b
221,0.0,1.0,2.0,0.0,4.0,8.0,w
222,0.0,2.0,2.0,0.0,4.0,8.0,b
223,0.0,3.0,2.0,0.0,4.0,8.0,w
224,0.0,4.0,2.0,0.0,4.0,8.0,b
225,0.0,5.0,2.0,0.0,4.0,8.0,w
226,0.0,6.0,2.0,0.0,4.0,8.0,b
227,0.0,0.0,1.0,0.0,4.0,8.0,w
228,0.0,1.0,1.0,0.0,4.0,8.0,b
229,0.0,2.0,1.0,0.0,4.0,8.0,w
230,0.0,3.0,1.0,0.0,4.0,8.0,b
231,0.0,4.0,1.0,0.0,4.0,8.0,w
232,0.0,5.0,1.0,0.0,4.0,8.0,b
233,0.0,6.0,1.0,0.0,4.0,8.0,w
234,0.0,0.0,0.0,0.0,4.0,8.0,b
235,0.0,1.0,0.0,0.0,4.0,8.0,w
236,0.0,2.0,0.0,0.0,4.0,8.0,b
237,0.0,4.0,0.0,0.0,4.0,8.0,b
238,0.0,5.0,0.0,0.0,4.0,8.0,w
239,0.0,6.0,0.0,0.0,4.0,8.0,b
240,0.0,0.0,8.0,0.0,5.0,8.0,w
241,0.0,1.0,8.0,0.0,5.0,8.0,w
242,0.0,2.0,8.0,0.0,5.0,8.0,w
243,0.0,4.0,8.0,0.0,5.0,8.0,w
244,0.0,6.0,8.0,0.0,5.0,8.0,w
245,0.0,0.0,7.0,0.0,5.0,8.0,w
246,0.0,1.0,7.0,0.0,5.0,8.0,w
247,0.0,2.0,7.0,0.0,5.0,8.0,w
248,0.0,3.0,7.0,0.0,5.0,8.0,w
249,0.0,4.0,7.0,0.0,5.0,8.0,w
250,0.0,5.0,7.0,0.0,5.0,8.0,w
251,0.0,6.0,7.0,0.0,5.0,8.0,b
252,0.0,0.0,6.0,0.0,5.0,8.0,w
253,0.0,1.0,6.0,0.0,5.0,8.0,w
254,0.0,2.0,6.0,0.0,5.0,8.0,w
255,0.0,3.0,6.0,0.0,5.0,8.0,w
256,0.0,4.0,6.0,0.0,5.0,8.0,w
257,0.0,5.0,6.0,0.0,5.0,8.0,b
258,0.0,6.0,6.0,0.0,5.0,8.0,w
259,0.0,0.0,5.0,0.0,5.0,8.0,b
260,0.0,1.0,5.0,0.0,5.0,8.0,w
261,0.0,2.0,5.0,0.0,5.0,8.0,w
262,0.0,3.0,5.0,0.0,5.0,8.0,w
263,0.0,4.0,5.0,0.0,5.0,8.0,b
264,0.0,5.0,5.0,0.0,5.0,8.0,w
265,0.0,6.0,5.0,0.0,5.0,8.0,b
266,0.0,0.0,4.0,0.0,5.0,8.0,w
267,0.0,1.0,4.0,0.0,5.0,8.0,b
268,0.0,2.0,4.0,0.0,5.0,8.0,w
269,0.0,3.0,4.0,0.0,5.0,8.0,b
270,0.0,4.0,4.0,0.0,5.0,8.0,w
271,0.0,5.0,4.0,0.0,5.0,8.0,b
272,0.0,6.0,4.0,0.0,5.0,8.0,w
273,0.0,0.0,3.0,0.0,5.0,8.0,b
274,0.0,1.0,3.0,0.0,5.0,8.0,w
275,0.0,2.0,3.0,0.0,5.0,8.0,b
276,0.0,3.0,3.0,0.0,5.0,8.0,w
277,0.0,4.0,3.0,0.0,5.0,8.0,b
278,0.0,5.0,3.0,0.0,5.0,8.0,w
279,0.0,6.0,3.0,0.0,5.0,8.0,b
280,0.0,0.0,2.0,0.0,5.0,8.0,w
281,0.0,1.0,2.0,0.0,5.0,8.0,b
282,0.0,2.0,2.0,0.0,5.0,8.0,w
283,0.0,3.0,2.0,0.0,5.0,8.0,b
284,0.0,4.0,2.0,0.0,5.0,8.0,w
285,0.0,5.0,2.0,0.0,5.0,8.0,b
286,0.0,6.0,2.0,0.0,5.0,8.0,w
287,0.0,0.0,1.0,0.0,5.0,8.0,b
288,0.0,1.0,1.0,0.0,5.0,8.0,w
289,0.0,2.0,1.0,0.0,5.0,8.0,b
290,0.0,3.0,1.0,0.0,5.0,8.0,w
291,0.0,4.0,1.0,0.0,5.0,8.0,b
292,0.0,5.0,1.0,0.0,5.0,8.0,w
293,0.0,6.0,1.0,0.0,5.0,8.0,b
294,0.0,0.0,0.0,0.0,5.0,8.0,w
295,0.0,1.0,0.0,0.0,5.0,8.0,b
296,0.0,2.0,0.0,0.0,5.0,8.0,w
297,0.0,4.0,0.0,0.0,5.0,8.0,w
298,0.0,5.0,0.0,0.0,5.0,8.0,b
299,0.0,6.0,0.0,0.0,5.0,8.0,w
300,0.0,0.0,8.0,0.0,6.0,8.0,w
301,0.0,1.0,8.0,0.0,6.0,8.0,w
302,0.0,2.0,8.0,0.0,6.0,8.0,w
303,0.0,4.0,8.0,0.0,6.0,8.0,w
304,0.0,5.0,8.0,0.0,6.0,8.0,w
305,0.0,0.0,7.0,0.0,6.0,8.0,w
306,0.0,1.0,7.0,0.0,6.0,8.0,w
307,0.0,2.0,7.0,0.0,6.0,8.0,w
308,0.0,3.0,7.0,0.0,6.0,8.0,w
309,0.0,4.0,7.0,0.0,6.0,8.0,w
310,0.0,5.0,7.0,0.0,6.0,8.0,w
311,0.0,6.0,7.0,0.0,6.0,8.0,w
312,0.0,0.0,6.0,0.0,6.0,8.0,w
313,0.0,1.0,6.0,0.0,6.0,8.0,w
314,0.0,2.0,6.0,0.0,6.0,8.0,w
315,0.0,3.0,6.0,0.0,6.0,8.0,w
316,0.0,4.0,6.0,0.0,6.0,8.0,w
317,0.0,5.0,6.0,0.0,6.0,8.0,w
318,0.0,6.0,6.0,0.0,6.0,8.0,b
319,0.0,0.0,5.0,0.0,6.0,8.0,w
320,0.0,1.0,5.0,0.0,6.0,8.0,w
321,0.0,2.0,5.0,0.0,6.0,8.0,w
322,0.0,3.0,5.0,0.0,6.0,8.0,w
323,0.0,4.0,5.0,0.0,6.0,8.0,w
324,0.0,5.0,5.0,0.0,6.0,8.0,b
325,0.0,6.0,5.0,0.0,6.0,8.0,w
326,0.0,0.0,4.0,0.0,6.0,8.0,b
327,0.0,1.0,4.0,0.0,6.0,8.0,w
328,0.0,2.0,4.0,0.0,6.0,8.0,w
329,0.0,3.0,4.0,0.0,6.0,8.0,w
330,0.0,4.0,4.0,0.0,6.0,8.0,b
331,0.0,5.0,4.0,0.0,6.0,8.0,w
332,0.0,6.0,4.0,0.0,6.0,8.0,b
333,0.0,0.0,3.0,0.0,6.0,8.0,w
334,0.0,1.0,3.0,0.0,6.0,8.0,b
335,0.0,2.0,3.0,0.0,6.0,8.0,w
336,0.0,3.0,3.0,0.0,6.0,8.0,b
337,0.0,4.0,3.0,0.0,6.0,8.0,w
338,0.0,5.0,3.0,0.0,6.0,8.0,b
339,0.0,6.0,3.0,0.0,6.0,8.0,w
340,0.0,0.0,2.0,0.0,6.0,8.0,b
341,0.0,1.0,2.0,0.0,6.0,8.0,w
342,0.0,2.0,2.0,0.0,6.0,8.0,b
343,0.0,3.0,2.0,0.0,6.0,8.0,w
344,0.0,4.0,2.0,0.0,6.0,8.0,b
345,0.0,5.0,2.0,0.0,6.0,8.0,w
346,0.0,6.0,2.0,0.0,6.0,8.0,b
347,0.0,0.0,1.0,0.0,6.0,8.0,w
348,0.0,1.0,1.0,0.0,6.0,8.0,b
349,0.0,2.0,1.0,0.0,6.0,8.0,w
350,0.0,3.0,1.0,0.0,6.0,8.0,b
351,0.0,4.0,1.0,0.0,6.0,8.0,w
352,0.0,5.0,1.0,0.0,6.0,8.0,b
353,0.0,6.0,1.0,0.0,6.0,8.0,w
354,0.0,0.0,0.0,0.0,6.0,8.0,b
355,0.0,1.0,0.0,0.0,6.0,8.0,w
356,0.0,2.0,0.0,0.0,6.0,8.0,b
357,0.0,4.0,0.0,0.0,6.0,8.0,b
358,0.0,5.0,0.0,0.0,6.0,8.0,w
359,0.0,6.0,0.0,0.0,6.0,8.0,b
360,0.0,0.0,8.0,0.0,0.0,7.0,w
361,0.0,1.0,8.0,0.0,0.0,7.0,w
362,0.0,2.0,8.0,0.0,0.0,7.0,w
363,0.0,4.0,8.0,0.0,0.0,7.0,w
364,0.0,5.0,8.0,0.0,0.0,7.0,w
365,0.0,6.0,8.0,0.0,0.0,7.0,w
366,0.0,1.0,7.0,0.0,0.0,7.0,w
367,0.0,2.0,7.0,0.0,0.0,7.0,w
368,0.0,3.0,7.0,0.0,0.0,7.0,w
369,0.0,4.0,7.0,0.0,0.0,7.0,w
370,0.0,5.0,7.0,0.0,0.0,7.0,w
371,0.0,6.0,7.0,0.0,0.0,7.0,w
372,0.0,0.0,6.0,0.0,0.0,7.0,w
373,0.0,1.0,6.0,0.0,0.0,7.0,b
374,0.0,2.0,6.0,0.0,0.0,7.0,w
375,0.0,3.0,6.0,0.0,0.0,7.0,w
376,0.0,4.0,6.0,0.0,0.0,7.0,w
377,0.0,5.0,6.0,0.0,0.0,7.0,w
378,0.0,6.0,6.0,0.0,0.0,7.0,w
379,0.0,0.0,5.0,0.0,0.0,7.0,b
380,0.0,1.0,5.0,0.0,0.0,7.0,w
381,0.0,2.0,5.0,0.0,0.0,7.0,b
382,0.0,3.0,5.0,0.0,0.0,7.0,w
383,0.0,4.0,5.0,0.0,0.0,7.0,w
384,0.0,5.0,5.0,0.0,0.0,7.0,w
385,0.0,6.0,5.0,0.0,0.0,7.0,b
386,0.0,0.0,4.0,0.0,0.0,7.0,w
387,0.0,1.0,4.0,0.0,0.0,7.0,b
388,0.0,2.0,4.0,0.0,0.0,7.0,w
389,0.0,3.0,4.0,0.0,0.0,7.0,b
390,0.0,4.0,4.0,0.0,0.0,7.0,w
391,0.0,5.0,4.0,0.0,0.0,7.0,b
392,0.0,6.0,4.0,0.0,0.0,7.0,w
393,0.0,0.0,3.0,0.0,0.0,7.0,b
394,0.0,1.0,3.0,0.0,0.0,7.0,w
395,0.0,2.0,3.0,0.0,0.0,7.0,b
396,0.0,3.0,3.0,0.0,0.0,7.0,w
397,0.0,4.0,3.0,0.0,0.0,7.0,b
398,0.0,5.0,3.0,0.0,0.0,7.0,w
399,0.0,6.0,3.0,0.0,0.0,7.0,b
400,0.0,0.0,2.0,0.0,0.0,7.0,w
401,0.0,1.0,2.0,0.0,0.0,7.0,b
402,0.0,2.0,2.0,0.0,0.0,7.0,w
403,0.0,3.0,2.0,0.0,0.0,7.0,b
404,0.0,4.0,2.0,0.0,0.0,7.0,w
405,0.0,5.0,2.0,0.0,0.0,7.0,b
406,0.0,6.0,2.0,0.0,0.0,7.0,w
407,0.0,0.0,1.0,0.0,0.0,7.0,b
408,0.0,1.0,1.0,0.0,0.0,7.0,w
409,0.0,2.0,1.0,0.0,0.0,7.0,b
410,0.0,3.0,1.0,0.0,0.0,7.0,w
411,0.0,4.0,1.0,0.0,0.0,7.0,b
412,0.0,5.0,1.0,0.0,0.0,7.0,w
413,0.0,6.0,1.0,0.0,0.0,7.0,b
414,0.0,0.0,0.0,0.0,0.0,7.0,w
415,0.0,1.0,0.0,0.0,0.0,7.0,b
416,0.0,2.0,0.0,0.0,0.0,7.0,w
417,0.0,4.0,0.0,0.0,0.0,7.0,w
418,0.0,5.0,0.0,0.0,0.0,7.0,b
419,0.0,6.0,0.0,0.0,0.0,7.0,w
420,0.0,0.0,8.0,0.0,1.0,7.0,b
421,0.0,1.0,8.0,0.0,1.0,7.0,w
422,0.0,2.0,8.0,0.0,1.0,7.0,w
423,0.0,4.0,8.0,0.0,1.0,7.0,w
424,0.0,5.0,8.0,0.0,1.0,7.0,w
425,0.0,6.0,8.0,0.0,1.0,7.0,w
426,0.0,0.0,7.0,0.0,1.0,7.0,w
427,0.0,2.0,7.0,0.0,1.0,7.0,w
428,0.0,3.0,7.0,0.0,1.0,7.0,w
429,0.0,4.0,7.0,0.0,1.0,7.0,w
430,0.0,5.0,7.0,0.0,1.0,7.0,w
431,0.0,6.0,7.0,0.0,1.0,7.0,w
432,0.0,0.0,6.0,0.0,1.0,7.0,b
433,0.0,1.0,6.0,0.0,1.0,7.0,w
434,0.0,2.0,6.0,0.0,1.0,7.0,b
435,0.0,3.0,6.0,0.0,1.0,7.0,w
436,0.0,4.0,6.0,0.0,1.0,7.0,w
437,0.0,5.0,6.0,0.0,1.0,7.0,w
438,0.0,6.0,6.0,0.0,1.0,7.0,b
439,0.0,0.0,5.0,0.0,1.0,7.0,w
440,0.0,1.0,5.0,0.0,1.0,7.0,b
441,0.0,2.0,5.0,0.0,1.0,7.0,w
442,0.0,3.0,5.0,0.0,1.0,7.0,b
443,0.0,4.0,5.0,0.0,1.0,7.0,w
444,0.0,5.0,5.0,0.0,1.0,7.0,b
445,0.0,6.0,5.0,0.0,1.0,7.0,w
446,0.0,0.0,4.0,0.0,1.0,7.0,b
447,0.0,1.0,4.0,0.0,1.0,7.0,w
448,0.0,2.0,4.0,0.0,1.0,7.0,b
449,0.0,3.0,4.0,0.0,1.0,7.0,w
450,0.0,4.0,4.0,0.0,1.0,7.0,b
451,0.0,5.0,4.0,0.0,1.0,7.0,w
452,0.0,6.0,4.0,0.0,1.0,7.0,b
453,0.0,0.0,3.0,0.0,1.0,7.0,w
454,0.0,1.0,3.0,0.0,1.0,7.0,b
455,0.0,2.0,3.0,0.0,1.0,7.0,w
456,0.0,3.0,3.0,0.0,1.0,7.0,b
457,0.0,4.0,3.0,0.0,1.0,7.0,w
458,0.0,5.0,3.0,0.0,1.0,7.0,b
459,0.0,6.0,3.0,0.0,1.0,7.0,w
460,0.0,0.0,2.0,0.0,1.0,7.0,b
461,0.0,1.0,2.0,0.0,1.0,7.0,w
462,0.0,2.0,2.0,0.0,1.0,7.0,b
463,0.0,3.0,2.0,0.0,1.0,7.0,w
464,0.0,4.0,2.0,0.0,1.0,7.0,b
465,0.0,5.0,2.0,0.0,1.0,7.0,w
466,0.0,6.0,2.0,0.0,1.0,7.0,b
467,0.0,0.0,1.0,0.0,1.0,7.0,w
468,0.0,1.0,1.0,0.0,1.0,7.0,b
469,0.0,2.0,1.0,0.0,1.0,7.0,w
470,0.0,3.0,1.0,0.0,1.0,7.0,b
471,0.0,4.0,1.0,0.0,1.0,7.0,w
472,0.0,5.0,1.0,0.0,1.0,7.0,b
473,0.0,6.0,1.0,0.0,1.0,7.0,w
474,0.0,0.0,0.0,0.0,1.0,7.0,b
475,0.0,1.0,0.0,0.0,1.0,7.0,w
476,0.0,2.0,0.0,0.0,1.0,7.0,b
477,0.0,4.0,0.0,0.0,1.0,7.0,b
478,0.0,5.0,0.0,0.0,1.0,7.0,w
479,0.0,6.0,0.0,0.0,1.0,7.0,b
480,0.0,0.0,8.0,0.0,2.0,7.0,w
481,0.0,1.0,8.0,0.0,2.0,7.0,b
482,0.0,2.0,8.0,0.0,2.0,7.0,w
483,0.0,4.0,8.0,0.0,2.0,7.0,w
484,0.0,5.0,8.0,0.0,2.0,7.0,w
485,0.0,6.0,8.0,0.0,2.0,7.0,w
486,0.0,0.0,7.0,0.0,2.0,7.0,b
487,0.0,1.0,7.0,0.0,2.0,7.0,w
488,0.0,3.0,7.0,0.0,2.0,7.0,w
489,0.0,4.0,7.0,0.0,2.0,7.0,w
490,0.0,5.0,7.0,0.0,2.0,7.0,w
491,0.0,6.0,7.0,0.0,2.0,7.0,b
492,0.0,0.0,6.0,0.0,2.0,7.0,w
493,0.0,1.0,6.0,0.0,2.0,7.0,b
494,0.0,2.0,6.0,0.0,2.0,7.0,w
495,0.0,3.0,6.0,0.0,2.0,7.0,b
